test_loss,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,best_epoch,best_val_loss
0.21060135984045314,0.9242125984251969,0.9340609880193258,0.933384006916629,0.9336559360480102,0.9243179636551742,37,0.19531109794153004
